Id,Prediction
1,0.47725254
2,0.4664411
3,0.48993248
4,0.4611679
5,0.4657615
6,0.50918514
7,0.46435517
8,0.46703324
9,0.4669397
10,0.48863307
11,0.46695513
12,0.48992777
13,0.46999994
14,0.4711121
15,0.4663346
16,0.46704176
17,0.4671534
18,0.4746391
19,0.5510654
20,0.46490344
21,0.4693191
22,0.4728662
23,0.4732156
24,0.4644023
25,0.48887444
26,0.467123
27,0.5515736
28,0.46547645
29,0.51276
30,0.4662058
31,0.46702126
32,0.47724038
33,0.46639216
34,0.45692503
35,0.46716177
36,0.4838231
37,0.55168146
38,0.4673728
39,0.46931586
40,0.4663465
41,0.46644747
42,0.4668463
43,0.46989706
44,0.55976
45,0.4660463
46,0.4672866
47,0.55168146
48,0.46515176
49,0.46335304
50,0.46074635
51,0.46334273
52,0.46585944
53,0.46689555
54,0.46499282
55,0.5515406
56,0.46504962
57,0.46713695
58,0.549043
59,0.46591777
60,0.4660029
61,0.46493623
62,0.5515355
63,0.46622902
64,0.46712643
65,0.47724056
66,0.46688938
67,0.4666673
68,0.55139196
69,0.46640396
70,0.4682604
71,0.5516004
72,0.46557885
73,0.48970062
74,0.46695316
75,0.4663752
76,0.46705082
77,0.5116357
78,0.50942534
79,0.46541896
80,0.4631006
81,0.4680655
82,0.46586794
83,0.46701893
84,0.49054384
85,0.47003055
86,0.55105156
87,0.46807522
88,0.50869626
89,0.46387276
90,0.4674862
91,0.4671458
92,0.5516256
93,0.46727425
94,0.46642452
95,0.46590167
96,0.4672859
97,0.50973
98,0.46787575
99,0.48995525
100,0.49063534
101,0.55111474
102,0.55168146
103,0.4694713
104,0.5516557
105,0.4600517
106,0.51143754
107,0.55168146
108,0.46666482
109,0.5513549
110,0.5514912
111,0.46731895
112,0.4583557
113,0.46732354
114,0.46720093
115,0.46612722
116,0.55167514
117,0.46316126
118,0.4671459
119,0.4905558
120,0.49049166
121,0.46580523
122,0.46613038
123,0.5080703
124,0.46500087
125,0.4583581
126,0.46769127
127,0.46707797
128,0.48997837
129,0.49053308
130,0.46685702
131,0.5512006
132,0.4772012
133,0.46748975
134,0.54907686
135,0.49044973
136,0.466064
137,0.49032038
138,0.46953863
139,0.46655777
140,0.46771136
141,0.46714777
142,0.4677574
143,0.55168146
144,0.46649674
145,0.47522786
146,0.46638605
147,0.49062482
148,0.5117342
149,0.46632373
150,0.55011076
151,0.46753237
152,0.46655342
153,0.46307227
154,0.45753542
155,0.46738896
156,0.46694443
157,0.46614933
158,0.55112994
159,0.55165005
160,0.4682832
161,0.49058586
162,0.4658645
163,0.48707893
164,0.49040505
165,0.54995596
166,0.46647093
167,0.4666646
168,0.4767256
169,0.46619737
170,0.55168146
171,0.4667956
172,0.4641104
173,0.46677476
174,0.4670704
175,0.46586192
176,0.4685077
177,0.46853104
178,0.4642045
179,0.46727985
180,0.46704122
181,0.46714163
182,0.46685815
183,0.4671124
184,0.5122284
185,0.5124315
186,0.46285713
187,0.4673588
188,0.46703833
189,0.4667186
190,0.46680233
191,0.51401687
192,0.5514306
193,0.4669373
194,0.46805567
195,0.55168146
196,0.55168146
197,0.4726608
198,0.46138054
199,0.5514734
200,0.46654242
201,0.4647007
202,0.46306604
203,0.46666065
204,0.46679303
205,0.46716493
206,0.4771623
207,0.46580988
208,0.4670544
209,0.46709287
210,0.51063234
211,0.55006236
212,0.46699896
213,0.46995154
214,0.46710658
215,0.4669057
216,0.45917618
217,0.46728924
218,0.46326745
219,0.55168146
220,0.47724393
221,0.46262082
222,0.46686548
223,0.4742877
224,0.5106071
225,0.46610644
226,0.5126997
227,0.4642326
228,0.51114166
229,0.47115862
230,0.46719903
231,0.46466354
232,0.46491095
233,0.5515633
234,0.46423903
235,0.46712852
236,0.55086833
237,0.55158144
238,0.464107
239,0.46599945
240,0.47317386
241,0.46769372
242,0.46698332
243,0.51256883
244,0.46776608
245,0.4644357
246,0.47724763
247,0.50676316
248,0.45833609
249,0.5516578
250,0.55168146
251,0.46489468
252,0.46710163
253,0.5516421
254,0.4772473
255,0.467008
256,0.46345174
257,0.4672157
258,0.46719497
259,0.4680515
260,0.4772292
261,0.4662
262,0.46467414
263,0.47728562
264,0.46631616
265,0.46487787
266,0.5511857
267,0.5110551
268,0.46637237
269,0.46781886
270,0.5516474
271,0.46549082
272,0.4670067
273,0.46711072
274,0.46749854
275,0.4775412
276,0.4668903
277,0.4630406
278,0.49061364
279,0.47729084
280,0.4772475
281,0.46882463
282,0.46677098
283,0.551374
284,0.5516302
285,0.4653271
286,0.4911232
287,0.47406378
288,0.55168146
289,0.46685192
290,0.4679422
291,0.5516701
292,0.49056807
293,0.46670818
294,0.4732214
295,0.55168146
296,0.46682197
297,0.5114652
298,0.55168146
299,0.55168146
300,0.46518698
301,0.46555555
302,0.4597152
303,0.4671578
304,0.46734557
305,0.55976
306,0.46704406
307,0.46674147
308,0.46497935
309,0.46737748
310,0.46773708
311,0.46332732
312,0.55168146
313,0.4666646
314,0.46696833
315,0.46159655
316,0.49058527
317,0.4681276
318,0.5088639
319,0.47321075
320,0.46644446
321,0.46768257
322,0.46668226
323,0.5513731
324,0.55168146
325,0.46721262
326,0.46586916
327,0.51124084
328,0.46728715
329,0.46471012
330,0.5515045
331,0.4732249
332,0.46764326
333,0.46996602
334,0.4768897
335,0.47111163
336,0.47116762
337,0.5499337
338,0.4711198
339,0.46461844
340,0.55166227
341,0.46804136
342,0.46759576
343,0.49064937
344,0.46574512
345,0.4676116
346,0.4680966
347,0.46244755
348,0.55168146
349,0.4672707
350,0.46696672
351,0.46695367
352,0.47320557
353,0.46771
354,0.46745822
355,0.4670702
356,0.46621466
357,0.46703145
358,0.46824008
359,0.46645826
360,0.46614793
361,0.5515963
362,0.4760127
363,0.46838203
364,0.46678448
365,0.464414
366,0.46470055
367,0.47560027
368,0.4671608
369,0.47105852
370,0.5515619
371,0.4695402
372,0.46669105
373,0.46665317
374,0.4670015
375,0.46710226
376,0.51233035
377,0.47723725
378,0.4793988
379,0.55153537
380,0.4906366
381,0.4673288
382,0.46693027
383,0.550597
384,0.4666374
385,0.46773937
386,0.46579725
387,0.48909497
388,0.4665366
389,0.47723144
390,0.466373
391,0.46218267
392,0.46700084
393,0.468126
394,0.46760827
395,0.5080866
396,0.46933362
397,0.46465474
398,0.5513544
399,0.46618187
400,0.5139162
401,0.46680978
402,0.46744865
403,0.46580547
404,0.4670218
405,0.47109437
406,0.473838
