Id,Prediction
1,0.008879672077093986
2,0.073431307102251
3,0.018149625176298794
4,0.27961639470054006
5,0.11745511912652631
6,0.2561166066426108
7,0.17875307751726538
8,0.04582722344417291
9,0.03453628179614715
10,0.05000562594939676
11,0.030050627871300455
12,0.018264364167600678
13,0.006921136167932924
14,0.010833784750435987
15,0.08796644381862459
16,0.02088567353340052
17,0.016058477219427797
18,0.1846372364689991
19,0.015593130563993357
20,0.2193817272381392
21,0.0037586283208851045
22,0.04637130167514838
23,0.0022114586819884426
24,0.17849920649920661
25,0.044104174433881
26,0.09687072206887246
27,0.0027829792511246984
28,0.13153805490049505
29,0.04571523057612195
30,0.09514948573693438
31,0.019650653783092678
32,0.004448004272363531
33,0.07782155122203342
34,0.5163977794943222
35,0.007518449427820378
36,0.15885797281116884
37,0
38,0.008961134709211784
39,0.004292754921095524
40,0.08696868250401443
41,0.07615128679265966
42,0.057146137308654005
43,0.02175970699446223
44,0
45,0.10357695723206353
46,0.03070404026352642
47,0
48,0.27440489649602323
49,0.21644132425867027
50,0.2903405911388834
51,0.2133561635563548
52,0.11090052399221564
53,0.037070104691127946
54,0.15426020121855213
55,0.0036341680619534356
56,0.1552593359305552
57,0.02361468992603575
58,0.06557251176944726
59,0.1099147273154353
60,0.10332070601866424
61,0.17157444582067613
62,0.0037665384558797387
63,0.08845831760808993
64,0.021300174946723354
65,0.004517729560458421
66,0.04451914639038128
67,0.05486557605616965
68,0.007469635568558995
69,0.07782438972242059
70,0.009190732326599638
71,0.0020916743967170732
72,0.13325044772225653
73,0.023846338554510318
74,0.027941351596951033
75,0.07750668968355807
76,0.0251941325918315
77,0.13209024302468625
78,0.2439686129281038
79,0.13925166297400418
80,0.22168760492532602
81,0.011692189994438799
82,0.11071253014924375
83,0.03192639457240978
84,0.0031075981642868446
85,0.0018466311909880542
86,0.015936381457791915
87,0.010218751856140643
88,0.2857272441597972
89,0.19970314158618924
90,0.05040359492925304
91,0.040414178551709964
92,0.0014404517125728208
93,0.005030541461342881
94,0.07527316888338455
95,0.10841696728882268
96,0.006266298887490074
97,0.22986094238920374
98,0.0023804591270339313
99,0.017589213005625003
100,0.0008546279882692325
101,0.014366570530687187
102,0
103,0.4262449513237908
104,0.0006645435190240833
105,0.30274105279958863
106,0.14819632719612963
107,0
108,0.05711289322234866
109,0.008398290767167207
110,0.004909055255282836
111,0.009013916411123297
112,0.3796726252326199
113,0.010761747553145457
114,0.006718204705614288
115,0.09756042874280074
116,0.00016177846717122142
117,0.22185510558729557
118,0.015697891974726506
119,0.002812997950204303
120,0.004391144460212624
121,0.12389865694583801
122,0.09565832732348084
123,0.33082956950729964
124,0.16695677422593644
125,0.34243362567437113
126,0.006209144358764538
127,0.01227042918640678
128,0.01702019793924494
129,0.0033719957310021547
130,0.05716713597494633
131,0.012232473101318168
132,0.04630881949957705
133,0.013314496364063606
134,0.06474113512675443
135,0.005423604281659127
136,0.12964074471043288
137,0.008606629658238704
138,0.4248174459265416
139,0.08012699563673527
140,0.014260997240803912
141,0.012997978971392708
142,0.06416418377974141
143,0
144,0.07142857142857142
145,0.16219748438262868
146,0.18593954280405017
147,0.0011132573903370041
148,0.12428283974987418
149,0.10683683042657217
150,0.03925849186825581
151,0.006793366090235229
152,0.09480376672328501
153,0.23750264795766346
154,0.4798224586623001
155,0.013647426695110152
156,0.048031391539613125
157,0.09453196267260006
158,0.013989201415024204
159,0.000810152009066585
160,0.1370906719003334
161,0.0020721127882018307
162,0.11132713701074744
163,0.0877668700084516
164,0.006524148361146828
165,0.043084925494455154
166,0.08151933134075308
167,0.07717720076337582
168,0.0850871259623034
169,0.09568890412949914
170,0
171,0.04583839281882883
172,0.18811989608886134
173,0.049642542030065066
174,0.03376547736890376
175,0.11116216147498595
176,0.007527045987447451
177,0.044799532201011405
178,0.19002627800464705
179,0.007232362590916555
180,0.023591437394772246
181,0.015038019057934235
182,0.06337051971207582
183,0.006753988386218433
184,0.12071432805669137
185,0.06998170246763903
186,0.22764467995865753
187,0.025897698962183534
188,0.02217066790950789
189,0.051296967787523934
190,0.04503956211093125
191,0.25267980874033674
192,0.006472469313413086
193,0.04092276912830305
194,0.05892200013388969
195,0
196,0
197,0.06485175026024487
198,0.2681441039892574
199,0.0053679718866735905
200,0.06985249532607996
201,0.1651445647689541
202,0.22300426692900327
203,0.06495269816828862
204,0.04297235387946784
205,0.007884914120173345
206,0.05007733956671915
207,0.11622710928789177
208,0.014660192975029728
209,0.0173421993904824
210,0.19603250233143923
211,0.04045566970313674
212,0.059513388963477167
213,0.014265616360023369
214,0.02387536311989562
215,0.030331908845534813
216,0.4248174459265416
217,0.005729146843607266
218,0.21527190864609766
219,0
220,0.005679557272290677
221,0.24462119832579451
222,0.03805075437944425
223,0.3434182842192855
224,0.18997427605839107
225,0.09583148474999098
226,0.05015698625755192
227,0.18474829647090268
228,0.17699980395187895
229,0.0034266339030313794
230,0.011075297945332007
231,0.19239172866699655
232,0.15686395128453964
233,0.0030482469175131433
234,0.18331070503909416
235,0.018127219126962756
236,0.02048631541226934
237,0.0025796733899639047
238,0.19030970893572902
239,0.10266540046786907
240,0.009009203238000684
241,0.005818675801446596
242,0.026635766211049995
243,0.059943353050299845
244,0.019004573525823194
245,0.2910908682137297
246,0.007018461867687446
247,0.40113479281027403
248,0.411877235523957
249,0.0006105679872311551
250,0
251,0.18159556945858274
252,0.479748611419283
253,0.0010147051158383151
254,0.006897387885082276
255,0.05872757841902597
256,0.20951312035156963
257,0.11574031764551973
258,0.006331415917708759
259,0.01376099235463258
260,0.0007972228482976875
261,0.09352467754692916
262,0.16706796493795578
263,0.026735075425219502
264,0.08668823038151792
265,0.159370020909037
266,0.012602505668029536
267,0.18856180831641267
268,0.07816954286657955
269,0.05893346495155203
270,0.0008781990683060352
271,0.13099316255299379
272,0.029112045596076275
273,0.04655298343555484
274,0.006194830959462691
275,0.2812455861762408
276,0.034142886050512904
277,0.2223303063067609
278,0.0013887925781487496
279,0.03298908996464547
280,0.006980959533819526
281,0.008703223487645115
282,0.05653914385651142
283,0.00792167740583345
284,0.0013224158417490875
285,0.14457338465861833
286,0.5488516997650299
287,0.20426487199475704
288,0
289,0.036171278640559024
290,0.009403123195141317
291,0.00029332467746285337
292,0.0025103925709905922
293,0.05347279267163273
294,0.0012217491499736698
295,0
296,0.046556762927696255
297,0.14629398165121912
298,0
299,0
300,0.1454560481074322
301,0.13867504905630726
302,0.30697030675746023
303,0.02893238266300485
304,0.013077922698117656
305,0
306,0.015593358095106662
307,0.04868682392749584
308,0.15399810070180361
309,0.10659874737311797
310,0.022854851704679224
311,0.21354380789417388
312,0
313,0.05453644100254488
314,0.029912958791746987
315,0.2622508257349337
316,0.0020867052170931706
317,0.027380527000738755
318,0.2721655269759087
319,0.0030401003246682875
320,0.07483405460573016
321,0.018310131763928237
322,0.05505050524553371
323,0.007945521577046602
324,0
325,0.033079549976504974
326,0.11026356928399425
327,0.16477051091432693
328,0.011664980834224403
329,0.17905032109956706
330,0.004566141286798071
331,0.0006110261099018083
332,0.004146851402076271
333,0.012149591419907391
334,0.07319250547113999
335,0.010910689076405551
336,0.0018956536990369355
337,0.04363526735912024
338,0.00966546811553847
339,0.1700265734799193
