Id,Prediction
1,0.515532
2,0.4341865
3,0.5132577
4,0.18844989
5,0.36677784
6,0.20634468
7,0.33554178
8,0.46597528
9,0.48121294
10,0.4983188
11,0.48679924
12,0.51341075
13,0.51492536
14,0.510894
15,0.4174306
16,0.49605104
17,0.50098306
18,0.4411848
19,0.5149411
20,0.34023198
21,0.5170725
22,0.48712182
23,0.5181347
24,0.2742663
25,0.5051821
26,0.42174876
27,0.5189178
28,0.38628352
29,0.47587422
30,0.40329474
31,0.49875024
32,0.51771533
33,0.44228843
34,0.1153224
35,0.5124558
36,0.4394022
37,0.51976156
38,0.5089182
39,0.5167326
40,0.41287917
41,0.41716215
42,0.4527537
43,0.50202453
44,0.51976156
45,0.3740126
46,0.49013886
47,0.51976156
48,0.16571133
49,0.21272889
50,0.3776889
51,0.2943642
52,0.39206415
53,0.4795811
54,0.331942
55,0.5186583
56,0.3940199
57,0.4888979
58,0.49800712
59,0.36687034
60,0.38478068
61,0.30634865
62,0.51861787
63,0.41573885
64,0.49609247
65,0.51758194
66,0.46615165
67,0.46239245
68,0.51748055
69,0.44475597
70,0.50903153
71,0.5191281
72,0.3932308
73,0.5114675
74,0.4867773
75,0.43015903
76,0.4897191
77,0.3629376
78,0.195419
79,0.3508081
80,0.2192673
81,0.50947183
82,0.36504582
83,0.48547927
84,0.51876813
85,0.51781
86,0.51483244
87,0.51107854
88,0.22766027
89,0.25640655
90,0.47689155
91,0.49052528
92,0.5193258
93,0.514691
94,0.42488155
95,0.40089732
96,0.51281154
97,0.26380745
98,0.5171512
99,0.5136342
100,0.5194244
101,0.5153284
102,0.51976156
103,0.24366426
104,0.51956075
105,0.35535213
106,0.4238352
107,0.51976156
108,0.48016483
109,0.5171933
110,0.5182683
111,0.50987005
112,0.16537867
113,0.51387423
114,0.51119703
115,0.43297204
116,0.51971275
117,0.28316575
118,0.5045562
119,0.51886195
120,0.5181013
121,0.353749
122,0.39015082
123,0.09324041
124,0.35547668
125,0.1245735
126,0.51258475
127,0.5044786
128,0.51311415
129,0.5185347
130,0.44514704
131,0.5159991
132,0.4984303
133,0.5065717
134,0.49830678
135,0.5177499
136,0.4252189
137,0.5164957
138,0.3246605
139,0.4417238
140,0.50949824
141,0.5046274
142,0.44732085
143,0.51976156
144,0.4409997
145,0.43524367
146,0.35485125
147,0.519396
148,0.33890158
149,0.3766861
150,0.5071999
151,0.5141282
152,0.45975384
153,0.26655972
154,0.10133472
155,0.51183885
156,0.4772337
157,0.45322013
158,0.5154473
159,0.5195167
160,0.4334286
161,0.51897043
162,0.37233806
163,0.4892848
164,0.5172137
165,0.505901
166,0.41985732
167,0.48096463
168,0.48653203
169,0.40652657
170,0.51976156
171,0.4807751
172,0.28306276
173,0.48405683
174,0.47977382
175,0.3711877
176,0.515623
177,0.4788695
178,0.32848158
179,0.51130307
180,0.5034402
181,0.50091136
182,0.43813568
183,0.51351285
184,0.42143306
185,0.4388492
186,0.3259875
187,0.50243694
188,0.50233656
189,0.46142435
190,0.48836952
191,0.28981835
192,0.51778805
193,0.49317837
194,0.45508918
195,0.51976156
196,0.51976156
197,0.4607288
198,0.2538888
199,0.5181276
200,0.448024
201,0.30502465
202,0.27195117
203,0.4525902
204,0.47242633
205,0.51377934
206,0.5026945
207,0.36067104
208,0.50074375
209,0.5050528
210,0.25031668
211,0.50679487
212,0.45450625
213,0.5108016
214,0.4906216
215,0.4841762
216,0.3074522
217,0.5144367
218,0.22199404
219,0.51976156
220,0.51738703
221,0.25976458
222,0.49256983
223,0.32241267
224,0.2940423
225,0.38692462
226,0.46194997
227,0.26449493
228,0.27966523
229,0.5173541
230,0.51296157
231,0.324242
232,0.31712443
233,0.518837
234,0.32710856
235,0.5044629
236,0.51338214
237,0.51897967
238,0.28450757
239,0.41017696
240,0.51310486
241,0.5157806
242,0.48729658
243,0.44203877
244,0.50541013
245,0.19869712
246,0.5172573
247,0.08179959
248,0.07049728
249,0.5195771
250,0.51976156
251,0.41358086
252,0.24924004
253,0.5194548
254,0.5163315
255,0.44391534
256,0.2165364
257,0.4725176
258,0.5121217
259,0.5079503
260,0.5192701
261,0.38740012
262,0.28744924
263,0.5078944
264,0.40967098
265,0.32459512
266,0.515883
267,0.33304396
268,0.44754046
269,0.4509371
270,0.5194961
271,0.3565024
272,0.48361948
273,0.4573143
274,0.5129623
275,0.3650855
276,0.49023744
277,0.23696679
278,0.51922286
279,0.504893
280,0.5147725
281,0.5113778
282,0.4627829
283,0.51734084
284,0.51936156
285,0.31073794
286,0.005796755
287,0.43022385
288,0.51976156
289,0.48980957
290,0.5090599
291,0.519673
292,0.5188027
293,0.4508204
294,0.5187984
295,0.51976156
296,0.4821533
297,0.30627543
298,0.51976156
299,0.51976156
300,0.3180213
301,0.34146732
302,0.16068637
303,0.49940753
304,0.50410837
305,0.51976156
306,0.5045489
307,0.4691072
308,0.3060155
309,0.47609937
310,0.5050949
311,0.26116374
312,0.51976156
313,0.4662554
314,0.49115258
315,0.2943383
316,0.51891977
317,0.5011352
318,0.20343441
319,0.5179357
320,0.43784666
321,0.5046277
322,0.45417625
323,0.51733345
324,0.51976156
325,0.4764693
326,0.37639782
327,0.34033507
328,0.5073139
329,0.2995117
330,0.51837337
331,0.5192941
332,0.51588327
333,0.51430464
334,0.48729217
335,0.51085055
336,0.5187519
337,0.50571305
338,0.5121668
339,0.3106217
340,0.51961213
341,0.50498855
342,0.504581
343,0.5195612
344,0.30591303
345,0.48994264
346,0.51483506
347,0.17360842
348,0.51976156
349,0.5157376
350,0.4920959
351,0.48527932
352,0.515488
353,0.51576155
354,0.49719378
355,0.48620796
356,0.38481617
